,FaceData
0,"{'left_eye': {'size': [45, 98], 'center': [45, 98]}, 'left_eyebrow': {'size': [39, 77], 'center': [39, 77]}, 'right_eye': {'size': [167, 77], 'center': [451, 358]}, 'nose': {'size': [172, 103], 'center': [87, 159]}, 'right_eyebrow': {'size': [211, 57], 'center': [462, 284]}, 'lip': {'size': [200, 66], 'center': [87, 183]}, 'center': [88, 117]}"
